InvoiceNo,StockCode,Description,InvoiceDate,Quantity,UnitPrice,TotalSales,CustomerID,Country,InvoiceDateOnly,SalesYear,SalesMonth,YearMonth,DayOfWeek,InvoiceHour
536398,22468,BABUSHKA LIGHTS STRING OF 10,2010-12-01 10:52:00.000000 UTC,4,6.75,27.0,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,22835,HOT WATER BOTTLE I AM SO POORLY,2010-12-01 10:52:00.000000 UTC,8,4.65,37.2,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,21844,RED RETROSPOT MUG,2010-12-01 10:52:00.000000 UTC,6,2.95,17.7,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,22112,CHOCOLATE HOT WATER BOTTLE,2010-12-01 10:52:00.000000 UTC,9,4.95,44.55,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,48185,DOORMAT FAIRY CAKE,2010-12-01 10:52:00.000000 UTC,2,7.95,15.9,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,22632,HAND WARMER RED RETROSPOT,2010-12-01 10:52:00.000000 UTC,12,2.1,25.2,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,22449,SILK PURSE BABUSHKA PINK,2010-12-01 10:52:00.000000 UTC,6,3.35,20.1,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,22866,HAND WARMER SCOTTY DOG DESIGN,2010-12-01 10:52:00.000000 UTC,12,2.1,25.2,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2010-12-01 10:52:00.000000 UTC,4,3.95,15.8,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,22111,SCOTTIE DOG HOT WATER BOTTLE,2010-12-01 10:52:00.000000 UTC,9,4.95,44.55,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,22752,SET 7 BABUSHKA NESTING BOXES,2010-12-01 10:52:00.000000 UTC,6,8.5,51.0,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,21232,STRAWBERRY CERAMIC TRINKET BOX,2010-12-01 10:52:00.000000 UTC,12,1.25,15.0,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536399,22632,HAND WARMER RED POLKA DOT,2010-12-01 10:52:00.000000 UTC,6,1.85,11.1,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536399,22633,HAND WARMER UNION JACK,2010-12-01 10:52:00.000000 UTC,6,1.85,11.1,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536400,22969,HOMEMADE JAM SCENTED CANDLES,2010-12-01 10:53:00.000000 UTC,12,1.45,17.4,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536401,22428,ENAMEL FIRE BUCKET CREAM,2010-12-01 11:21:00.000000 UTC,2,6.95,13.9,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,85150,LADIES & GENTLEMEN METAL SIGN,2010-12-01 11:21:00.000000 UTC,1,2.55,2.55,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,82580,BATHROOM METAL SIGN,2010-12-01 11:21:00.000000 UTC,1,0.55,0.55,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,2010-12-01 11:21:00.000000 UTC,3,2.95,8.85,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22961,JAM MAKING SET PRINTED,2010-12-01 11:21:00.000000 UTC,4,1.45,5.8,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,21463,MIRRORED DISCO BALL,2010-12-01 11:21:00.000000 UTC,1,5.95,5.95,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22767,TRIPLE PHOTO FRAME CORNICE,2010-12-01 11:21:00.000000 UTC,2,9.95,19.9,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22809,SET OF 6 T-LIGHTS SANTA,2010-12-01 11:21:00.000000 UTC,1,2.95,2.95,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,21743,STAR PORTABLE TABLE LIGHT,2010-12-01 11:21:00.000000 UTC,2,2.95,5.9,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,21033,JUMBO BAG CHARLIE AND LOLA TOYS,2010-12-01 11:21:00.000000 UTC,4,2.95,11.8,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,82578,KITCHEN METAL SIGN,2010-12-01 11:21:00.000000 UTC,1,0.55,0.55,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,21122,SET/10 PINK POLKADOT PARTY CANDLES,2010-12-01 11:21:00.000000 UTC,1,1.25,1.25,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22804,CANDLEHOLDER PINK HANGING HEART,2010-12-01 11:21:00.000000 UTC,3,2.95,8.85,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,84991,60 TEATIME FAIRY CAKE CASES,2010-12-01 11:21:00.000000 UTC,3,0.55,1.65,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22435,SET OF 9 HEART SHAPED BALLOONS,2010-12-01 11:21:00.000000 UTC,2,1.25,2.5,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22467,GUMBALL COAT RACK,2010-12-01 11:21:00.000000 UTC,5,2.55,12.75,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2010-12-01 11:21:00.000000 UTC,2,3.75,7.5,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,84709B,PINK OVAL JEWELLED MIRROR,2010-12-01 11:21:00.000000 UTC,1,5.95,5.95,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22768,FAMILY PHOTO FRAME CORNICE,2010-12-01 11:21:00.000000 UTC,1,9.95,9.95,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22098,BOUDOIR SQUARE TISSUE BOX,2010-12-01 11:21:00.000000 UTC,1,1.25,1.25,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2010-12-01 11:21:00.000000 UTC,1,5.95,5.95,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,21169,YOU'RE CONFUSING ME METAL SIGN,2010-12-01 11:21:00.000000 UTC,2,1.69,3.38,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,84744,S/6 SEW ON CROCHET FLOWERS,2010-12-01 11:21:00.000000 UTC,1,1.25,1.25,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,48129,DOORMAT TOPIARY,2010-12-01 11:21:00.000000 UTC,1,7.95,7.95,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,85049E,SCANDINAVIAN REDS RIBBONS,2010-12-01 11:21:00.000000 UTC,2,1.25,2.5,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22662,LUNCH BAG DOLLY GIRL DESIGN,2010-12-01 11:21:00.000000 UTC,1,1.65,1.65,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-01 11:21:00.000000 UTC,4,2.95,11.8,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22100,SKULLS SQUARE TISSUE BOX,2010-12-01 11:21:00.000000 UTC,2,1.25,2.5,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,20820,SILVER LOOKING MIRROR,2010-12-01 11:21:00.000000 UTC,3,4.95,14.85,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,21464,DISCO BALL ROTATOR BATTERY OPERATED,2010-12-01 11:21:00.000000 UTC,1,4.25,4.25,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,2010-12-01 11:21:00.000000 UTC,1,0.85,0.85,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22502,PICNIC BASKET WICKER SMALL,2010-12-01 11:21:00.000000 UTC,2,5.95,11.9,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22549,PICTURE DOMINOES,2010-12-01 11:21:00.000000 UTC,1,1.45,1.45,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,20725,LUNCH BAG RED RETROSPOT,2010-12-01 11:21:00.000000 UTC,1,1.65,1.65,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2010-12-01 11:21:00.000000 UTC,9,2.55,22.95,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,82581,TOILET METAL SIGN,2010-12-01 11:21:00.000000 UTC,2,0.55,1.1,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,21907,I'M ON HOLIDAY METAL SIGN,2010-12-01 11:21:00.000000 UTC,2,2.1,4.2,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22382,LUNCH BAG SPACEBOY DESIGN,2010-12-01 11:21:00.000000 UTC,2,1.65,3.3,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,20726,LUNCH BAG WOODLAND,2010-12-01 11:21:00.000000 UTC,1,1.65,1.65,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22110,BIRD HOUSE HOT WATER BOTTLE,2010-12-01 11:21:00.000000 UTC,1,2.55,2.55,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22473,TV DINNER TRAY VINTAGE PAISLEY,2010-12-01 11:21:00.000000 UTC,1,4.95,4.95,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,47570B,TEA TIME TABLE CLOTH,2010-12-01 11:21:00.000000 UTC,1,10.65,10.65,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22117,METAL SIGN HER DINNER IS SERVED,2010-12-01 11:21:00.000000 UTC,1,2.95,2.95,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,84030E,ENGLISH ROSE HOT WATER BOTTLE,2010-12-01 11:21:00.000000 UTC,1,4.25,4.25,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,21592,RETROSPOT CIGAR BOX MATCHES,2010-12-01 11:21:00.000000 UTC,1,1.25,1.25,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,20961,STRAWBERRY BATH SPONGE,2010-12-01 11:21:00.000000 UTC,1,1.25,1.25,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,21587,COSY HOUR GIANT TUBE MATCHES,2010-12-01 11:21:00.000000 UTC,2,2.55,5.1,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,84510A,SET OF 4 ENGLISH ROSE COASTERS,2010-12-01 11:21:00.000000 UTC,2,1.25,2.5,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,20963,APPLE BATH SPONGE,2010-12-01 11:21:00.000000 UTC,1,1.25,1.25,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22810,SET OF 6 T-LIGHTS SNOWMEN,2010-12-01 11:21:00.000000 UTC,1,2.95,2.95,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,20992,JAZZ HEARTS PURSE NOTEBOOK,2010-12-01 11:21:00.000000 UTC,9,0.85,7.65,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,2010-12-01 11:21:00.000000 UTC,3,2.95,8.85,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22451,SILK PURSE BABUSHKA RED,2010-12-01 11:21:00.000000 UTC,1,3.35,3.35,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2010-12-01 11:21:00.000000 UTC,1,2.1,2.1,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22068,BLACK PIRATE TREASURE CHEST,2010-12-01 11:21:00.000000 UTC,2,1.65,3.3,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22384,LUNCH BAG PINK POLKADOT,2010-12-01 11:21:00.000000 UTC,1,1.65,1.65,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,17091A,LAVENDER INCENSE IN TIN,2010-12-01 11:21:00.000000 UTC,1,1.25,1.25,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,20966,SANDWICH BATH SPONGE,2010-12-01 11:21:00.000000 UTC,3,1.25,3.75,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,20749,ASSORTED COLOUR MINI CASES,2010-12-01 11:21:00.000000 UTC,1,7.95,7.95,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22848,BREAD BIN DINER STYLE PINK,2010-12-01 11:21:00.000000 UTC,1,16.95,16.95,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,21328,BALLOONS  WRITING SET,2010-12-01 11:21:00.000000 UTC,1,1.65,1.65,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22766,PHOTO FRAME CORNICE,2010-12-01 11:21:00.000000 UTC,1,2.95,2.95,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,22413,METAL SIGN TAKE IT OR LEAVE IT,2010-12-01 11:21:00.000000 UTC,4,2.95,11.8,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536401,21744,SNOWFLAKE PORTABLE TABLE LIGHT,2010-12-01 11:21:00.000000 UTC,2,2.95,5.9,15862,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536402,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2010-12-01 11:22:00.000000 UTC,40,2.55,102.0,15513,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536402,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2010-12-01 11:22:00.000000 UTC,40,2.55,102.0,15513,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536402,22837,HOT WATER BOTTLE BABUSHKA,2010-12-01 11:22:00.000000 UTC,36,4.25,153.0,15513,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536403,22867,HAND WARMER BIRD DESIGN,2010-12-01 11:27:00.000000 UTC,96,1.85,177.6,12791,Netherlands,2010-12-01,2010,12,2010-12,Wednesday,11
536403,POST,POSTAGE,2010-12-01 11:27:00.000000 UTC,1,15.0,15.0,12791,Netherlands,2010-12-01,2010,12,2010-12,Wednesday,11
536404,20728,LUNCH BAG CARS BLUE,2010-12-01 11:29:00.000000 UTC,10,1.65,16.5,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,85049D,BRIGHT BLUES RIBBONS,2010-12-01 11:29:00.000000 UTC,12,1.25,15.0,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,22417,PACK OF 60 SPACEBOY CAKE CASES,2010-12-01 11:29:00.000000 UTC,24,0.55,13.2,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,85049E,SCANDINAVIAN REDS RIBBONS,2010-12-01 11:29:00.000000 UTC,12,1.25,15.0,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,20727,LUNCH BAG  BLACK SKULL.,2010-12-01 11:29:00.000000 UTC,10,1.65,16.5,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,21063,PARTY INVITES JAZZ HEARTS,2010-12-01 11:29:00.000000 UTC,12,0.85,10.2,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,21061,PARTY INVITES FOOTBALL,2010-12-01 11:29:00.000000 UTC,12,0.85,10.2,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2010-12-01 11:29:00.000000 UTC,12,1.25,15.0,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,21126,SET OF 6 GIRLS CELEBRATION CANDLES,2010-12-01 11:29:00.000000 UTC,12,1.25,15.0,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,85049G,CHOCOLATE BOX RIBBONS,2010-12-01 11:29:00.000000 UTC,12,1.25,15.0,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,84992,72 SWEETHEART FAIRY CAKE CASES,2010-12-01 11:29:00.000000 UTC,24,0.55,13.2,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,22297,HEART IVORY TRELLIS SMALL,2010-12-01 11:29:00.000000 UTC,24,1.25,30.0,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2010-12-01 11:29:00.000000 UTC,12,1.25,15.0,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,2010-12-01 11:29:00.000000 UTC,12,1.25,15.0,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,21975,PACK OF 60 DINOSAUR CAKE CASES,2010-12-01 11:29:00.000000 UTC,24,0.55,13.2,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2010-12-01 11:29:00.000000 UTC,12,1.25,15.0,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,84378,SET OF 3 HEART COOKIE CUTTERS,2010-12-01 11:29:00.000000 UTC,12,1.25,15.0,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,21062,PARTY INVITES SPACEMAN,2010-12-01 11:29:00.000000 UTC,12,0.85,10.2,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2010-12-01 11:29:00.000000 UTC,12,2.1,25.2,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,2010-12-01 11:29:00.000000 UTC,12,1.25,15.0,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,22469,HEART OF WICKER SMALL,2010-12-01 11:29:00.000000 UTC,12,1.65,19.8,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,21212,PACK OF 72 RETROSPOT CAKE CASES,2010-12-01 11:29:00.000000 UTC,24,0.55,13.2,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,21125,SET 6 FOOTBALL CELEBRATION CANDLES,2010-12-01 11:29:00.000000 UTC,12,1.25,15.0,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,85049C,ROMANTIC PINKS RIBBONS,2010-12-01 11:29:00.000000 UTC,12,1.25,15.0,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,22197,SMALL POPCORN HOLDER,2010-12-01 11:29:00.000000 UTC,36,0.85,30.6,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,22383,LUNCH BAG SUKI  DESIGN,2010-12-01 11:29:00.000000 UTC,10,1.65,16.5,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,22296,HEART IVORY TRELLIS LARGE,2010-12-01 11:29:00.000000 UTC,24,1.65,39.6,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536404,21213,PACK OF 72 SKULL CAKE CASES,2010-12-01 11:29:00.000000 UTC,24,0.55,13.2,16218,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536405,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2010-12-01 11:32:00.000000 UTC,128,2.55,326.4,14045,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,37370,RETRO COFFEE MUGS ASSORTED,2010-12-01 11:33:00.000000 UTC,6,1.06,6.36,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,82494L,WOODEN FRAME ANTIQUE WHITE,2010-12-01 11:33:00.000000 UTC,6,2.55,15.3,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,21071,VINTAGE BILLBOARD DRINK ME MUG,2010-12-01 11:33:00.000000 UTC,6,1.06,6.36,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,84029E,RED WOOLLY HOTTIE WHITE HEART.,2010-12-01 11:33:00.000000 UTC,6,3.39,20.34,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,22803,IVORY EMBROIDERED QUILT,2010-12-01 11:33:00.000000 UTC,2,35.75,71.5,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,71053,WHITE METAL LANTERN,2010-12-01 11:33:00.000000 UTC,8,3.39,27.12,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2010-12-01 11:33:00.000000 UTC,6,1.06,6.36,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,82482,WOODEN PICTURE FRAME WHITE FINISH,2010-12-01 11:33:00.000000 UTC,6,2.1,12.6,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,20679,EDWARDIAN PARASOL RED,2010-12-01 11:33:00.000000 UTC,6,4.95,29.7,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2010-12-01 11:33:00.000000 UTC,6,4.25,25.5,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2010-12-01 11:33:00.000000 UTC,4,4.95,19.8,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2010-12-01 11:33:00.000000 UTC,6,3.39,20.34,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,22752,SET 7 BABUSHKA NESTING BOXES,2010-12-01 11:33:00.000000 UTC,2,7.65,15.3,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,82486,WOOD S/3 CABINET ANT WHITE FINISH,2010-12-01 11:33:00.000000 UTC,4,6.95,27.8,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,84406B,CREAM CUPID HEARTS COAT HANGER,2010-12-01 11:33:00.000000 UTC,8,2.75,22.0,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,21871,SAVE THE PLANET MUG,2010-12-01 11:33:00.000000 UTC,6,1.06,6.36,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536406,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-01 11:33:00.000000 UTC,8,2.55,20.4,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536407,22632,HAND WARMER RED POLKA DOT,2010-12-01 11:34:00.000000 UTC,6,1.85,11.1,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536407,22633,HAND WARMER UNION JACK,2010-12-01 11:34:00.000000 UTC,6,1.85,11.1,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22914,BLUE COAT RACK PARIS FASHION,2010-12-01 11:41:00.000000 UTC,3,4.95,14.85,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22492,MINI PAINT SET VINTAGE,2010-12-01 11:41:00.000000 UTC,36,0.65,23.4,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,21212,PACK OF 72 RETROSPOT CAKE CASES,2010-12-01 11:41:00.000000 UTC,24,0.55,13.2,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,21479,WHITE SKULL HOT WATER BOTTLE,2010-12-01 11:41:00.000000 UTC,4,3.75,15.0,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22813,PACK 3 BOXES BIRD PANNETONE,2010-12-01 11:41:00.000000 UTC,12,1.95,23.4,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,48194,DOORMAT HEARTS,2010-12-01 11:41:00.000000 UTC,2,7.95,15.9,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,84879,ASSORTED COLOUR BIRD ORNAMENT,2010-12-01 11:41:00.000000 UTC,8,1.69,13.52,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,21914,BLUE HARMONICA IN BOX,2010-12-01 11:41:00.000000 UTC,12,1.25,15.0,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,84029E,RED WOOLLY HOTTIE WHITE HEART.,2010-12-01 11:41:00.000000 UTC,4,3.75,15.0,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22465,HANGING METAL STAR LANTERN,2010-12-01 11:41:00.000000 UTC,12,1.65,19.8,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,21832,CHOCOLATE CALCULATOR,2010-12-01 11:41:00.000000 UTC,12,1.65,19.8,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2010-12-01 11:41:00.000000 UTC,12,0.95,11.4,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,85014B,RED RETROSPOT UMBRELLA,2010-12-01 11:41:00.000000 UTC,3,5.95,17.85,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,21544,SKULLS  WATER TRANSFER TATTOOS,2010-12-01 11:41:00.000000 UTC,12,0.85,10.2,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,16237,SLEEPING CAT ERASERS,2010-12-01 11:41:00.000000 UTC,30,0.21,6.3,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,20685,DOORMAT RED RETROSPOT,2010-12-01 11:41:00.000000 UTC,2,7.95,15.9,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22418,10 COLOUR SPACEBOY PEN,2010-12-01 11:41:00.000000 UTC,24,0.85,20.4,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2010-12-01 11:41:00.000000 UTC,6,3.75,22.5,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2010-12-01 11:41:00.000000 UTC,12,1.45,17.4,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2010-12-01 11:41:00.000000 UTC,4,3.95,15.8,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
